STRUCTURE_NUMBER_008,YEAR_BUILT_027,YEAR_RECONSTRUCTED_106,HISTORY_037,SERVICE_ON_042A,ROUTE_PREFIX_005B,LOCATION_009,FED_AGENCY,LAT_016,LONG_017
000000000038066,1940,0.0,5,1,5,'1.5 N DILLSBRG/DOGWOOD RN',N,40082695,77020072
000000000038067,1997,0.0,5,1,5,'N SGL#83  OTTER CREEK',N,39532238,76240688
000000000038068,1975,0.0,5,1,5,'3NW SGL#83/OTTER CREEK',N,39542244,76272271
000000000038071,1977,0.0,5,1,5,'2.8NW SGL#83/OTTER CREEK',N,39541584,76265445
000000000038073,1989,0.0,5,1,5,'1.8W N BRIDGVL/BEAVER RUN',N,39550220,76311092
000000000038074,1989,0.0,5,1,5,'1.7 NW N.BRIDGVL/BEAVER C',N,39552368,76305637
000000000038075,1913,0.0,2,1,5,'.6S LONG LEVEL/FISH CR',N,39570755,76284027
000000000038077,1996,0.0,5,1,5,'.8E CODORUS S P/E.BR.CDR',N,39480340,76514483
000000000038078,1998,0.0,5,1,5,'2E CODORUS S P/CODORUSCR',N,39472804,76511799
000000000038079,1999,0.0,5,1,5,'.8E CODORUS S P/CODOR.CK.',N,39475893,76513983
000000000038082,1950,2000.0,5,1,5,'.2NE JEFSN/BR CODORUS CK',N,39490263,76492856
000000000038084,1910,0.0,2,1,5,'@ SEITZVILLE/S.BR.CODORUS',N,39494597,76454037
000000000038085,1916,0.0,5,1,5,'S.BR.CODORUS/@ SEITZVILLE',N,39493267,76455082
000000000038087,1955,0.0,5,1,5,'0.25S 7VALLEYS/S.BR.CODOR',N,39503902,76462937
000000000038089,1973,0.0,5,1,5,'1.75 MI WEST OF ADMIRE',N,39574924,76541075
000000000038090,1954,0.0,5,1,5,'2.6S DOVER/LITTLE CONOWAG',N,39575508,76492880
000000000038091,1916,1979.0,5,1,5,'1.3 N WEIGELSTOWN/FOX RUN',N,40001569,76490112
000000000038092,1968,0.0,5,5,5,'POPLARS RD./LIT.CONEWAGO',N,39592045,76483249
000000000038093,1989,0.0,5,1,5,'1.9WTHOMASVILLE/HONEYRUN',N,39572473,76493684
000000000038094,1970,0.0,5,5,5,'1 E.DOVER FOX RUN',N,40001172,76495062
000000000038095,1955,0.0,5,1,5,'2.9W DOVER/DAVIDSBURG RUN',N,39593483,76543746
000000000038096,1920,0.0,5,1,5,'0.5 MI NE OF SALEM RUN RD',N,39583305,76554840
000000000038097,1999,0.0,5,1,5,'1.6NW DAVIDSBURG/SALEM RN',N,39594752,76550030
000000000038098,1974,0.0,5,1,5,'0.9 MI N OF SR 74',N,40004776,76502919
000000000038099,1949,1986.0,5,1,5,'0.2 MI N OF SR 4008',N,39591066,76534195
000000000038102,1957,0.0,5,1,5,'3E ROSSVILLE/TR.CONEWG CR',N,40032745,76520471
000000000038103,1954,0.0,5,1,5,'2 MI.E.ROSSVILLE/CONEWAGO',N,40035512,76514857
000000000038104,1977,0.0,5,1,5,'1NE G.P.S.P./CONEWAGO CR.',N,40053756,76505241
000000000038105,1954,0.0,5,1,5,'1.8SE X-ROADS/TR.RAMBO RN',N,39475749,76322760
000000000038106,1933,2006.0,5,1,5,'2E X-RDS/S.BR.RAMBO RUN',N,39483464,76320864
000000000038107,1961,1984.0,5,1,5,'BR.MUDDY CR./2.1SE FELTON',N,39501275,76314164
000000000038110,1912,0.0,5,1,5,'1.5 SE CROSSROADS/TR RAMB',N,39475588,76330079
000000000038117,1899,0.0,2,1,5,'YEL BR/@ROSSMOYNE/CUMB Y4',N,40121007,76553296
000000000038118,1887,0.0,2,1,5,'YEL BR/.9S PA TURNPIKE',N,40110568,76544286
000000000038119,1925,0.0,5,1,5,'@ GROVE MILL/S BR MUDDY',N,39455848,76310057
000000000038120,1961,0.0,5,1,5,'1.1S BALD EAGLE/B.E.CR.',N,39452106,76254799
000000000038121,1992,,5,1,5,'150 NW OF SR 425',N,39463766,76252274
000000000038122,1961,0.0,5,1,5,'2.4 MI W OF SR2069',N,39464442,76295656
000000000038123,1980,0.0,5,1,5,'1.7 MI NW OF SR 2069',N,39463565,76293460
000000000038124,1954,0.0,5,1,5,'1 S HIGH ROCK/S.BR.MUDDY',N,39480735,76283485
000000000038125,1919,0.0,5,1,5,'1.2 MI SW OF SR2069',N,39472693,76291007
000000000038126,1955,0.0,5,1,5,'.7SE CLEAR SPRG/N.BR BERM',N,40025270,77032233
000000000038127,1918,0.0,5,1,5,'.2 E.FRNKLNTWN/BERMUD.CR.',N,40044074,77010868
000000000038128,1958,0.0,5,1,5,'.7W SGL 243/N.BR.BERMD.CR',N,40020605,77030743
000000000038130,1976,2019.0,5,1,5,'1.1E HANOVER/OIL CREEK',N,39490925,76564199
000000000038131,1956,0.0,5,1,5,'E.OF HALLAM/KREUTZ CREEK',N,39595815,76352820
000000000038132,1970,0.0,5,1,5,'1 S.HALLAM KREUTZ CRK.',N,39585721,76361178
000000000038134,1961,0.0,5,1,5,'1.35SW WRGHTSVLE/KREUTZ C',N,40003815,76332249
000000000038136,1972,0.0,5,1,5,'1 SW HALLAM/KREUTZ CREEK.',N,39591725,76373226
000000000038137,1975,0.0,5,1,5,'3 SE MT.WOLF/DEE RUN',N,40015303,76395281
000000000038138,1940,,5,1,5,'HALLAM EXIT/KREUTZ CREEK',N,40000806,76370458
000000000038139,1954,0.0,5,1,5,'.2W STEWARTWN/EBAUGH CR',N,39451249,76362898
000000000038143,1991,0.0,5,1,5,'350 SOUTH OF SR 234',N,39561678,76532200
000000000038144,1991,0.0,5,1,5,'100 NORTH OF SR 234',N,39562399,76522586
000000000038146,1959,0.0,5,1,5,'CDRS CR-N CDRS/JACKSON TP',N,39534975,76495971
000000000038147,1973,0.0,5,1,5,'0.4 MI SE OF SR 234',N,39560249,76535726
000000000038150,1994,0.0,5,1,5,'.6NE WOODBINE/ORSON RUN',N,39471881,76235394
000000000038151,1920,0.0,5,1,5,'1.6NW BRIDGETON/TOMS RUN',N,39482711,76265115
000000000038154,1963,0.0,5,1,5,'MILL STRM; L. CHANCEFORD',N,39490841,76200938
000000000038156,1985,,5,1,5,'BVER CR.L.WNDSR/CHNCFRD',N,39554695,76303564
000000000038157,1996,0.0,5,1,5,'1.5 MI EAST OF WINDSOR',N,39553332,76324984
000000000038158,1955,0.0,5,1,5,'S.E.PROSPECT/CABIN CREEK',N,39575081,76305084
000000000038159,1970,0.0,5,1,5,'3 W. E.PROSPECT/CABIN CRK',N,39573557,76325052
000000000038160,1930,2002.0,5,1,5,'2 W E. PROSPECT/CABIN CR.',N,39574848,76313526
000000000038161,1914,0.0,5,1,5,'.45 E.PROSPECT/CABIN CREK',N,39574161,76312739
000000000038162,1999,0.0,5,1,5,'.4E E.PROSPECT/CANADOCHLY',N,39582946,76303722
000000000038163,1989,0.0,5,1,5,'1.7S YORKANA/CABIN CREEK',N,39570689,76343853
000000000038164,1963,0.0,5,1,5,'.6W E.PROSPECT/N.BR.CABIN',N,39580917,76322208
000000000038167,1992,,5,1,5,'1.7E CMIGSVL/TR.CODORUSCR',N,40010466,76425311
000000000038168,1925,0.0,5,1,5,'@ZIONS VIEW/LITTLE CONEWG',N,40025262,76455981
000000000038169,1975,2018.0,5,1,5,'.2E I-83/TRIB. CODORUS CR',N,39591531,76434105
000000000038174,1917,0.0,5,1,5,'1.3E N. GRANTHAM RD/STONY',N,40090390,76590825
000000000038175,1955,0.0,5,1,5,'0.7 MI S OF SR 2004',N,40091348,76594435
000000000038176,2001,0.0,5,1,5,'.1S ANDERSONTOWN/T.STN RN',N,40090700,76552727
000000000038178,1972,0.0,5,1,5,'1.5 S.E.LEWBRY/BENNETT RN',N,40074409,76494794
000000000038179,1960,0.0,5,1,5,'FISHING CRK. I-83 UNDERPA',N,40090292,76491626
000000000038181,1956,0.0,5,1,5,'.8NE G.P.S.P./BEAVER CR',N,40054895,76512261
000000000038182,1975,0.0,5,1,5,'1S LEWISBERRY/STONEY RUN',N,40065352,76513321
000000000038183,1970,0.0,5,1,5,'2 S.LEWISBERRY/STONEY RUN',N,40060323,76511712
000000000038184,1950,0.0,5,1,5,'NWBRY/WRGTN; STONEY RUN',N,40054015,76505784
000000000038185,2000,0.0,5,1,5,'.8 E.YOCUMTOWN/FISHING CR',N,40094212,76470635
000000000038186,1970,0.0,5,1,5,'1.2 W.GOLDSBORO/FISHING C',N,40085819,76464194
000000000038187,1910,0.0,2,1,5,'0.4 MI SE OF SR 392',N,40091620,76475502
000000000038188,1973,0.0,5,1,5,'2.5 W GOLDSBRO FISHING CR',N,40093218,76473394
000000000038189,1996,0.0,5,1,5,'1.5 W.GOLDSBORO/FISHING C',N,40093283,76485312
000000000038190,1961,0.0,5,1,5,'.2E YOCUMTWN/FISHING CRK',N,40092357,76473448
000000000038191,1991,,5,1,5,'NEWBERRY TWP',N,40085280,76465375
000000000038193,1955,0.0,5,1,5,'N OF CODORUS/ N.CODORUS',N,39491675,76530072
000000000038195,1994,0.0,5,1,5,'1S WINTERSTWN/BLYMIRE CR',N,39490071,76375945
000000000038196,1970,0.0,5,1,5,'1.6SSW WINTERTWN/BLYMIRE',N,39485709,76375645
000000000038197,1988,0.0,5,1,5,'S FELTON BORO/N BR MUDDY',N,39510393,76334295
000000000038198,1920,0.0,5,1,5,'2.5 LOGAVILL/E.B.CODORUS',N,39511475,76391976
000000000038201,1915,0.0,5,1,5,'.6SE.BERLIN/BEAV.ADAMS 42',N,39551661,76580701
000000000038202,1972,0.0,5,1,5,'1S E.BERLIN/YORK ADAMS',N,39551019,76580111
000000000038203,1954,0.0,5,1,5,'/8 SE E.BERLIN/PARADISE R',N,39550702,76575484
000000000038205,1980,2008.0,5,1,5,'1 MI NE OF SR 2043',N,39452040,76165904
000000000038209,1985,,5,1,5,'0.7 MI NW OF SR 851',N,39451691,76220229
000000000038210,1959,0.0,5,1,5,'0.8 MI N OF SR851',N,39453196,76213369
000000000038211,1920,0.0,5,1,5,'.6SW GLENROCK/CENTERVLE C',N,39465625,76445420
000000000038213,1970,,5,1,5,'1 MI NE GLEN ROCK',N,39480490,76425879
000000000038214,1909,0.0,2,1,5,'.3SE GLEN ROCK/S.BR.CODOR',N,39470133,76432806
000000000038215,1985,,4,1,5,'1 S.GLEN ROCK/RR/RD/CRK',N,39470079,76432340
000000000038219,1967,0.0,5,1,5,'2W STEWARTWN/DEER CREEK',N,39450460,76382515
000000000038220,1959,0.0,5,1,5,'1.0SW STEWARTWN/DEER CR',N,39440630,76363982
000000000038221,1959,0.0,5,1,5,'1.3 SW STEWARTWN/DEER CR',N,39441980,76372228
000000000038222,1961,0.0,5,5,5,'STONYBROOK DEVELOP/NF RR',N,39591041,76385265
000000000038224,1970,0.0,5,5,5,'.2 E.BLCKBRN PRK 3 MI RUN',N,39583937,76411877
000000000038225,1993,0.0,5,1,5,'CAMP SECURITY BRIDGE',N,39584914,76384518
000000000038228,1940,0.0,5,1,5,'0.8 MI W OF SR214',N,39522939,76433033
000000000038230,1927,0.0,5,1,5,'0.7 MI N OF SR 4014',N,40015621,76543925
000000000038231,1917,1987.0,5,1,5,'BEAVER CR. WARRINGTON TWP',N,40044787,76553823
000000000038232,1960,2019.0,5,1,5,'.9N ROSSVILLE/BEAVER CRK',N,40043901,76545466
000000000038235,1966,0.0,5,1,5,'1.3 SW KRALLTOWN/MUD RUN',N,40002685,76595612
000000000038237,1930,1985.0,5,1,5,'0.7 MI SW OF SR 4014',N,40020347,76573036
000000000038240,1966,0.0,5,1,5,'.6NE BIG DAM/N.BR.BERM CR',N,40023667,77004612
000000000038241,1988,0.0,5,1,5,'1. S.FRKLNTN/N.BR.BERMUDN',N,40021652,77011106
000000000038242,1973,0.0,5,1,5,'1. S FRKLNTWN/N.BR.BERMUD',N,40032187,77003192
000000000038243,2001,0.0,5,1,5,'2 MI SOUTH FRANKLINTOWN',N,40023732,77010128
000000000038244,1978,0.0,5,1,5,'1.  S.FRKLNTWN/TR.BERMUDN',N,40041912,77005027
000000000038245,1990,0.0,5,1,5,'.8 NE BIG DAM / DEAD CRK',N,40040616,77002130
000000000038246,1958,,4,1,5,'1.3NE E.BERLIN/EISENHARTS',N,39565012,76574123
000000000038247,1896,0.0,2,1,5,'.6S KRALLTWN/BERMUDIAN CR',N,40004299,76583914
000000000038249,1970,0.0,5,1,5,'1E LNG ARM RESV/S BR CONW',N,39441722,76580135
000000000038250,1970,0.0,5,1,5,'LONG ARM CRK/5 S.HANOVER',N,39435532,76590070
000000000038252,1970,0.0,5,1,5,'2.9S HANOVER/S.BR.CONEWAG',N,39451280,76585329
000000000038253,1973,0.0,5,1,5,'S BR CONEW  2 S HANOVER',N,39452465,76591324
000000000038254,1965,0.0,5,1,5,'HANOVER/ LONG ARM CR.',N,39452388,76594265
000000000038260,2000,0.0,5,1,5,'WNDSR/L.WNDSR .2 W.YRKANA',N,39574950,76360610
000000000038263,1940,1982.0,5,1,5,'0.4 MI N OF SR 124',N,39582546,76360044
000000000038264,1961,0.0,5,5,5,'W COLL; CODORUS CR ; YORK',N,39572265,76435503
000000000038265,1976,0.0,5,5,5,'E.LR66043;WILLIS RUN YORK',N,39581179,76445429
000000000038266,1957,0.0,5,5,5,'PENNA AV;WILLIS R;YORK CY',N,39580740,76443653
000000000038267,1955,0.0,5,5,5,'PERSHING AVE WILLIS RUN',N,39580860,76441011
000000000038268,1980,0.0,5,5,5,'PACIFIC AV WILLIS RUN',N,39581169,76445785
000000000038269,1932,0.0,5,5,5,'KINGS MILL-TYLER R; YORK',N,39570683,76440288
000000000038270,1972,0.0,5,5,5,'N BEAVER ST; CODORUS-YORK',N,39580011,76435572
000000000038271,1954,2015.0,5,5,5,'W PHIL ST; CODORUS; YORK',N,39574476,76435909
000000000038272,1954,0.0,5,5,5,'W KING ST OVER CODORUS CR',N,39573402,76435586
000000000038273,1932,2016.0,5,5,5,'W PRINCESS;CODORUS;YORK',N,39572841,76435530
000000000038274,1963,0.0,5,5,5,'S PENN; CODORUS CR; YORK',N,39571228,76440160
000000000038275,1953,0.0,5,5,5,'BEAVER ST;WILLIS RUN Y.CO',N,39581341,76440092
000000000038276,1949,0.0,5,5,5,'N.YORK CITY/WILLIS RUN',N,39580658,76442594
000000000038277,1956,0.0,5,5,5,'SMITH ST OVER WILLIS RUN',N,39580607,76441490
000000000038278,1985,0.0,5,1,5,'.25 E GRTLY RD',N,39565831,76435428
000000000038279,1951,0.0,5,5,5,'YORK CITY CODORUS CR',N,39573941,76435731
000000000038282,1991,0.0,5,1,5,'FELTON BORO/MUDDY CREEK',N,39511287,76340108
000000000038284,1981,0.0,5,1,5,'WATER ST OVER MUDDY CREEK',N,39511190,76335186
000000000038285,1974,0.0,5,1,5,'ARGYLE AV ROCK CREEK',N,39473656,76434128
000000000038287,1915,0.0,5,5,5,'S BR CDRS; GLEN ROCK BORO',N,39473702,76435823
000000000038289,1991,,5,1,5,'HANOVER BORO NORTH RIDGE',N,39492840,76593511
000000000038290,1931,0.0,5,5,5,'MAIN ST;MANHATT RUN',N,40034570,76423282
000000000038291,1905,,2,1,5,'NEW FREEDOM BORO/ABAND RR',N,39433838,76421007
000000000038292,1923,0.0,1,5,5,'CHARLES ST OVER ABAN. RR',N,39540285,76363585
000000000038293,1980,,5,1,5,'FISHING CR./WINDSOR',N,39545674,76344100
000000000038296,1959,0.0,5,1,3,'PA462 ON RAMP TO I-83 S.',N,39581318,76413361
000000000038297,1959,,5,1,3,'I-83 S-OFF RAMP TO PA462',N,39582033,76413799
000000000038298,1959,,5,1,3,'PA462 & I83 INTER',N,39582643,76414258
000000000038299,1959,0.0,5,1,3,'I-83 N.-OFF RAMP-PA 462',N,39583363,76414466
000000000038303,1935,0.0,2,5,2,'1/2 MI.N.TR30    3588K02',N,39592380,75150166
000000000038305,1910,0.0,5,5,2,'.5MI.S.BELMONT AVE3479D10',N,40000244,75133899
000000000038310,1953,1989.0,5,1,2,'INT.WEST OF I-76  3479G09',N,40003704,75122879
000000000038311,1960,,5,1,2,'1MI.S.CITY LINE   3479K09',N,40002460,75113420
000000000038314,1960,,5,1,2,'1MI.S.CITY LINE  3479K09',N,40002600,75113490
000000000038319,1960,,5,5,2,'S.WISSAHICKON AVE.3480B08',N,40005789,75103228
000000000038322,1960,1982.0,5,1,2,'.5MI.SOUTH T-422  3480C08',N,40010520,75101149
000000000038326,1960,1983.0,5,1,2,'WAYNE JNC VIA 3480D08',N,40010880,75095259
000000000038333,1906,1955.0,5,5,2,'.4MI.SOUTH 5TH ST.3480H07',N,40012321,75080874
000000000038334,1955,0.0,5,1,2,'1MI.NORTH TR 611  3480J07',N,40012440,75080183
000000000038336,1911,1955.0,5,5,2,'AT PALETHORP STR.3481A06',N,40013021,75073802
000000000038337,1909,1954.0,5,5,2,'NORTH 5TH ST.   3481B06',N,40013747,75064474
000000000038339,1909,1955.0,5,5,2,'N.WHITAKER AVE.  3481D06',N,40014660,75061311
000000000038343,1909,1955.0,5,5,2,'1.4MI.N.ADAMS AV  3481F06',N,40013539,75053841
000000000038360,1920,1962.0,5,5,2,'1MI.S.WELSH ROAD 3372D10',N,40035808,75022787
000000000038371,1954,1995.0,5,1,2,'N.WOODHAVEN ROAD  3373A03',N,40063162,74594383
000000000038374,1921,1964.0,5,5,2,'BUCKS COUNTY LINE 3373D01',N,40071105,74584787
000000000038378,1932,0.0,2,5,3,'CENTER CITY PHILA. 3590A8',N,39571595,75104926
000000000038380,1934,2019.0,5,5,3,'AT 30TH STREET   3590 A08',N,39571000,75105100
000000000038381,1932,0.0,5,5,3,'CENTER CITY PHILA.3590B08',N,39571546,75104537
000000000038388,1957,2000.0,5,5,2,'FAIRMOUNT PARK    3589J04',N,39583051,75114005
000000000038389,1972,0.0,5,5,2,'FAIRMOUNT PARK    3589K04',N,39583113,75113448
000000000038390,1905,1990.0,5,5,2,'.16MI.N.GIRARD AVE.3589K4',N,39583834,75112297
000000000038391,1901,0.0,1,5,2,'.25MI.N.GIRARD AV.3589K04',N,39584283,75112201
000000000038392,1905,1984.0,5,5,2,'NR.JEFFERSON STR 3589 K04',N,39584656,75112052
000000000038393,1948,0.0,5,5,2,'NR.MT.VERNON CEM. 3589K01',N,40000192,75111275
000000000038402,1905,1982.0,5,5,2,'GERMANTOWN AVENUE 3480F08',N,40005819,75091155
000000000038406,1697,2018.0,1,5,2,'HOLMESBURGH       3482G04',N,40023680,75011438
000000000038408,1904,0.0,1,5,2,'BUCKS COUNTY LINE 3373D10',N,40035364,74585239
000000000038409,1908,1990.0,5,5,2,'GIRARD;BELMONT AV 3589F05',N,39582344,75124592
000000000038411,1890,2021.0,5,5,2,'@PHILADELPHIA ZOO 3589J05',N,39582892,75115572
000000000038416,1964,2004.0,5,5,3,'NEAR ROUTE 13   3373F08',N,40043844,74575249
000000000038419,1964,2004.0,5,1,3,'NEAR ROUTE 13    3373F08',N,40043849,74575353
000000000038421,1964,2004.0,5,5,3,'LIBERTY BELL TRACK3373F07',N,40045609,74580018
000000000038429,1965,0.0,5,5,3,'EAST OF ROUTE 1   3373D06',N,40053752,74584820
000000000038431,1965,1974.0,5,1,3,'EAST OF ROUTE 1   3373C05',N,40055722,74591181
000000000038432,1964,0.0,5,1,3,'500FT W.THORNTON 3373B4',N,40055986,74591501
000000000038433,1965,1995.0,5,5,3,'WOODHAVEN RD;US 1 3373A03',N,40062825,74594827
000000000038435,1905,2011.0,5,5,3,'NR.RISING SUN AVE 3481G01',N,40034532,75050883
000000000038436,1967,,5,5,3,'@ ROOSEVELT BLVD. 3482B03',N,40024003,75031576
000000000038445,1956,1972.0,5,1,1,'NR.CITY LINE AVE. 3479J09',N,40002399,75115582
000000000038448,1955,1985.0,5,1,1,'NR.CITY LINE AVE. 3479J09',N,40002620,75115799
000000000038450,1972,1985.0,5,1,1,'NEAR NEIL DRIVE  3479J10',N,40002004,75114893
000000000038452,1972,0.0,5,1,1,'CTY.LINE AVE.INTG.3479J10',N,40002460,75115459
000000000038456,1972,2001.0,5,5,3,'W.STRWBRY.MNSN.BRG3589J01',N,39594759,75114846
000000000038460,1953,1988.0,5,1,1,'MONTG.DRIVE INTER.3589G03',N,39591230,75122881
000000000038462,1956,1988.0,5,1,1,'NR.COLUMBIA BRDG. 3589G03',N,39585533,75122727
000000000038467,1956,1987.0,5,1,1,'NR.GIRARD AVE.INCH3589J04',N,39583689,75115452
000000000038477,1958,0.0,5,1,1,'ARCH TO UNIV.AVE.3590 A09',N,39572420,75105180
000000000038479,1987,0.0,5,6,1,'VINE ST.INTERCH.  3590A07',N,39574213,75105775
000000000038480,1988,0.0,5,1,1,'VINE ST.INTERCH. 3590 A06',N,39574188,75105757
000000000038484,1987,0.0,5,6,1,'VINE ST.INTERCH. 3590A07',N,39574000,75105500
000000000038485,1988,0.0,5,1,1,'VINE ST.INTERCH.  3590A06',N,39574914,75110258
000000000038488,1989,0.0,5,1,1,'I-76 AT VINE ST. 3590A07',N,39574481,75105854
000000000038495,1956,,5,5,1,'UNIVERSISTY AVE 3589K10',N,39562786,75114207
000000000038498,1956,0.0,5,1,1,'UNIV.CITY AVE.    3699J01',N,39561933,75115055
000000000038510,1984,,5,1,1,'S.GIRARD PT.BRG.  3699C08',N,39533246,75140664
000000000038514,1984,0.0,5,1,1,'S.GIRARD PT.BRG. 3699C08',N,39533308,75140761
000000000038516,1984,0.0,5,1,1,'N.PLATT BRIDGE  3699 D08',N,39533360,75133615
000000000038517,1984,,5,1,1,'N.PLATT BRIDGE  3699E08',N,39533198,75132606
000000000038518,1985,0.0,5,1,1,'N.PLATT BRIDGE   3699F09',N,39532620,75131746
000000000038520,1985,,5,1,1,'N.PLATT BRIDGE   3699F08',N,39532820,75131772
000000000038523,1971,2010.0,5,1,1,'ENTERPRISE AVE.RP.3699G09',N,39531100,75125198
000000000038524,1973,2010.0,5,5,1,'N.APPR.GIRARD PT. 3699G09',N,39533300,75114900
000000000038527,1971,2010.0,5,1,1,'ENTERPRISE AVE.RP.3699F09',N,39531005,75124350
000000000038529,1973,,5,5,1,'S.APPR.GIRARD PT. 3699G09',N,39530990,75123920
000000000038530,1973,0.0,3,1,1,'GIRARD POINT BRD. 3699J08',N,39531640,75121307
000000000038533,1973,2010.0,5,5,1,'N.APPR.GIRARD PT. 3700A01',N,39534880,75112495
000000000038535,1973,1979.0,5,5,1,'S.APPR.GIRARD PT.3700A07',N,39534920,75112252
000000000038537,1973,1977.0,5,1,1,'BETW.JFK & NAVY YD3700B07',N,39535330,75105812
000000000038541,1972,1977.0,5,1,1,'EAST BROAD STREET 3700C07',N,39535540,75102141
000000000038542,1972,1977.0,5,1,1,'EAST BROAD STREET 3700D07',N,39535570,75100852
000000000038547,1974,0.0,5,1,1,'PACKER BAR     3700F06',N,39540740,75090428
000000000038549,1974,1984.0,5,1,1,'SOUTH PHLY  3700 G04',N,39545091,75085285
000000000038552,1967,0.0,5,1,1,'S.PHILA     3700G04',N,39545600,75085109
000000000038555,1979,0.0,5,1,1,'QUEEN VILLAGE 3700-G02',N,39552510,75084995
000000000038560,1971,0.0,5,1,1,'NEAR PENNS LAND.3700G01',N,39560964,75084008
000000000038563,1990,0.0,5,1,1,'.3MI.S.WALNUT STR.3590G10',N,39561953,75083637
000000000038564,1976,1990.0,5,5,3,'PENNS LANDING TUN.3590H9',N,39563922,75083388
000000000038568,1975,0.0,5,1,1,'NR.B FRANKLIN BRG.3590H08',N,39571296,75082737
000000000038570,1973,0.0,5,1,1,'NEAR RACE STREET 3590H07',N,39572394,75082670
000000000038571,1975,0.0,5,1,1,'NR.B FRANKLIN BRG.3590H08',N,39572600,75082800
000000000038572,1973,0.0,5,1,1,'NEAR RACE STREET3590H07',N,39574800,75082000
000000000038574,1975,0.0,5,1,1,'.4MI.N.B.FRANKLIN 3590H07',N,39573757,75082485
000000000038576,1975,1991.0,5,1,1,'.1MI.N.SPRING GAR.3590H07',N,39574245,75082282
000000000038577,1975,0.0,5,1,1,'.1MI.N.SPG.GRD.ST.3590H07',N,39574702,75082001
000000000038579,1975,1977.0,5,1,1,'.4MI.N.B.FRANKLIN 3590H07',N,39573740,75082663
000000000038580,1975,0.0,5,1,1,'.1MI.N.SPRG.GARD. 3590H07',N,39580600,75074700
000000000038581,1975,0.0,5,1,1,'.1MI.N.SPR.GARD.3590H07',N,39580600,75074500
000000000038584,1977,1985.0,5,1,1,'N.BEN FRANKLI BR. 3590J06',N,39575020,75081712
000000000038590,1977,0.0,5,1,1,'N.BEN FRANKLIN BR3590H06',N,39575130,75081910
000000000038592,1971,1985.0,5,1,1,'NEAR CUMBERLAND ST3590K05',N,39580790,75073920
000000000038595,1965,1985.0,5,1,1,'NR.ARAMINGO AVE.  3591B05',N,39582840,75070405
000000000038597,1966,1984.0,5,1,1,'LEHIGH;SOMMERSET  3591A04',N,39583969,75064250
000000000038599,1966,1984.0,5,1,1,'N.OF LEHIGH AVE.  3591C04',N,39584471,75063169
000000000038601,1968,,5,5,1,'NEAR WISHART STR. 3591D03',N,39585535,75060271
000000000038603,1968,2003.0,5,1,1,'N.OF ALLEGHENY AV 3591E03',N,39585890,75055439
000000000038604,1965,0.0,5,5,1,'NEAR TIOGA STREET 3591F03',N,39591207,75052833
000000000038607,1965,2010.0,5,1,1,'NR.RICHMOND ST    3591F01',N,39591695,75052002
000000000038609,1965,0.0,5,5,1,'NEAR CASTOR AVE. 3591G02',N,39592594,75051176
000000000038611,1965,0.0,5,1,1,'NEAR RICHMOND ST. 3591G02',N,39593102,75050855
000000000038615,1968,,5,5,1,'NR.LUZERNE ST. 3591G01',N,39594507,75045838
000000000038616,1968,1993.0,5,1,1,'NR.FRANKFORD CREEK3591G01',N,39595650,75044998
000000000038617,1966,1977.0,5,1,1,'NR.BERMUDA STREET 3481H10',N,40001001,75043993
000000000038618,1966,1974.0,5,1,1,'NEAR TACONY ST. 3481H10',N,40001826,75043253
000000000038619,1967,1977.0,5,1,1,'NR.MARGARET STR.  3481J09',N,40002341,75042617
000000000038621,1967,0.0,5,1,1,'NR.WAKELIN ST 3481J09',N,40002770,75041848
000000000038624,1967,,5,1,1,'NEAR BRIDGE ST.   3481K09',N,40003565,75035149
000000000038626,1967,0.0,5,5,1,'NEAR FRALEY STR. 3482A09',N,40004261,75033642
000000000038627,1967,0.0,5,1,1,'NEAR CARVER STR.  3482A08',N,40004697,75032850
000000000038629,1967,0.0,5,1,1,'NR.VAN KIRK ST.   3482A08',N,40005063,75032228
000000000038631,1964,2004.0,5,5,1,'NR.TACONY PALMYRA 3482C08',N,40010384,75025474
000000000038641,1965,,5,1,1,'NEAR PRINCTION ST 3482G06',N,40013710,75013150
000000000038643,1965,2005.0,5,1,1,'NEAR STATE ROAD   3482G05',N,40015980,75011265
000000000038647,1965,,5,5,5,'NR.TORRESDALE INTE3482J05',N,40021548,75004343
000000000038650,1965,2002.0,5,5,1,'NR.ASHBURNER STR. 3482K04',N,40023820,75000920
000000000038651,1965,2002.0,5,5,1,'NR.ASHBURNER STR. 3482K04',N,40023557,75001161
000000000038655,1965,1981.0,5,1,1,'NR.GRANT AV  3483D01',N,40031840,74590436
000000000038656,1965,,5,5,1,'NR.GRANT AVENUE   3483C02',N,40031945,74590496
000000000038658,1955,0.0,5,5,3,'OXFORD CIRCLE   3481G05',N,40015488,75050278
000000000038659,1955,0.0,5,5,3,'OXFORD CIRCLE   3481G05',N,40015329,75050713
000000000038660,1905,1989.0,5,5,3,'.1MI.N.RISING SUN 3371G10',N,40034966,75050051
000000000038666,1949,2012.0,2,5,3,'GEORGE PLATT MEM. 3699G07',N,39533070,75132855
000000000038672,1973,0.0,5,5,3,'AT HALDEMAN STR. 3372F05',N,40054432,75015010
000000000038673,1973,0.0,5,1,3,'.3MI.S.RED LION RD3372F05',N,40055261,75014930
